"","X","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week","ranking","sample"
"2149",2149,"Sober/Hungover (feat. Arizona Zervas)","Sueco",0.523,0.826,7,-4.741,0.0769,0.00458,0,0.0934,0.581,175.112,"4yfQyGR61s7Mc5898V1BE6",169337,4,"11/4/2021",49,1
"2153",2153,"One For The Money (feat. Lil Wayne)","Chief $upreme",0.745,0.758,1,-5.344,0.0434,0.0472,0,0.332,0.511,89.862,"1ba35FVwUaQv6cGduL6Fr4",150152,4,"11/4/2021",53,1
"2154",2154,"Smokin Out The Window","Bruno Mars",0.627,0.618,2,-8.529,0.0437,0.0558,0,0.351,0.848,82.03,"4iN16F8JtVxG2UTzp3avGl",197443,4,"11/4/2021",54,1
"2155",2155,"Please Come Home","CloZee",0.663,0.546,7,-7.778,0.0415,0.066,0.403,0.0851,0.151,129.952,"5EOUYFfFbyPXtZOiuRKTpU",232615,4,"11/4/2021",55,1
"2156",2156,"Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,"11/4/2021",56,1
"2157",2157,"Pretty Lady - Free Nationals Remix","Tash Sultana",0.67,0.602,4,-8.087,0.0488,0.142,0.00027,0.286,0.341,118.009,"1OkYRMiijbPOWL37Iiwsqe",258691,4,"11/4/2021",57,1
"2159",2159,"Fearmonger (feat. Daoud)","Saba",0.808,0.401,11,-9.464,0.194,0.0196,1.91e-06,0.0748,0.626,91.011,"3orm4i9NmMXd1TgTxaW2zD",221813,4,"11/4/2021",59,1
"2160",2160,"Hold No Grudge - Bonus Track","Lorde",0.661,0.336,7,-12.942,0.203,0.878,2.51e-05,0.0798,0.494,154.944,"188rKyWMsC4WsKKZ85lnUO",268733,4,"11/4/2021",60,1
"2161",2161,"Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,"11/4/2021",61,1
"2162",2162,"Chemical Bond","Rezz",0.635,0.93,2,-2.061,0.0583,0.000241,0.775,0.0918,0.0688,73.981,"5kn2FMZoBVClbA9CV7w3k5",142703,4,"11/4/2021",62,1
"2163",2163,"Let's go to Hell","Tai Verdes",0.782,0.798,4,-5.07,0.0337,0.141,0,0.685,0.905,127.89,"38XLUjlR84JEwK0SOvX77a",152182,4,"11/4/2021",63,1
"2164",2164,"I Don't Wanna Leave","RÜFÜS DU SOL",0.528,0.608,2,-7.071,0.0283,0.0364,0.0194,0.112,0.0946,144.973,"0mWXMQ8hrrAJfxN7LG2Wsk",269480,4,"11/4/2021",64,1
"2167",2167,"Fancy Like","Walker Hayes",0.649,0.76,1,-6.487,0.0574,0.114,0,0.317,0.843,80.018,"0lnpnsrVaW9elGgRxpDCgE",161853,4,"11/4/2021",67,1
"2169",2169,"Euphoria","Louis The Child",0.672,0.415,2,-6.92,0.0397,0.00226,0.0618,0.365,0.156,125.005,"7vSA44yuH9yBiqOrFBM9pG",206666,4,"11/4/2021",69,1
"2170",2170,"Calling All Angels (with Quinn XCII)","Chelsea Cutler",0.893,0.391,7,-9.046,0.0512,0.234,0,0.138,0.358,91.035,"18ogPzQRSl9oUcYUS35g7D",184947,4,"11/4/2021",70,1
"2171",2171,"Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,"11/4/2021",71,1
"2172",2172,"Drifting Away","Autograf",0.736,0.701,11,-5.259,0.0576,0.0227,3.07e-06,0.105,0.121,123.966,"2JErB4jAnjwXfFD11JM8qe",134126,4,"11/4/2021",72,1
"2173",2173,"WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,"11/4/2021",73,1
"2174",2174,"MAFIA","Travis Scott",0.855,0.492,0,-7.578,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,"08F16baYbciTva9P4BvpiI",240000,4,"11/4/2021",74,1
"2175",2175,"Boys","Hippo Campus",0.515,0.771,2,-5.081,0.0394,0.0339,1.81e-05,0.0945,0.552,104.995,"7yfLvK7r1w5bql3G0Uha5w",253849,4,"11/4/2021",75,1
"2176",2176,"Supa Dupa","Terror Reid",0.758,0.65,8,-8.287,0.0996,0.285,0.000608,0.238,0.363,99.983,"7wYlj9o6j66f3ZsZTb3K1v",144000,4,"11/4/2021",76,1
"2177",2177,"family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,"11/4/2021",77,1
"2179",2179,"the older you get, the less you cry","LANY",0.547,0.703,1,-6.287,0.0278,0.0776,1.81e-06,0.1,0.385,75.009,"280MV4FuB5uusjx8wj1dpt",202202,4,"11/4/2021",79,1
"2180",2180,"Never Wanted To Be That Girl","Carly Pearce",0.553,0.609,1,-6.436,0.0469,0.151,0,0.112,0.471,73.903,"7yRJMLG9ja0fBVVEmV6vcT",214416,4,"11/4/2021",80,1
"2181",2181,"Casita","Goth Babe",0.647,0.748,11,-8.674,0.349,0.379,1.36e-06,0.12,0.523,120.057,"3HjAGIYYXG7PS7OegQa0xM",206000,4,"11/4/2021",81,1
"2183",2183,"Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,"11/4/2021",83,1
"2184",2184,"Munch Time","shroud",0.37,0.946,0,-2.567,0.0586,0.00365,0.824,0.908,0.156,101.321,"7qkFK3mNQiaK3jEHLxSjOe",123650,3,"11/4/2021",84,1
"2185",2185,"In Color","My Morning Jacket",0.291,0.557,9,-6.143,0.0347,0.0781,0.028,0.105,0.231,106.621,"30QqxbN8pdgumVt5cqL0x2",440747,3,"11/4/2021",85,1
"2186",2186,"The Hardest Cut","Spoon",0.671,0.683,7,-5.271,0.0965,0.135,0.00107,0.0534,0.809,164.943,"5QUhSXDrrX7euR87oeQevM",193369,4,"11/4/2021",86,1
"2187",2187,"Chapstick","COIN",0.806,0.636,2,-6.281,0.042,0.00515,0.00053,0.109,0.783,115.03,"2c0NslS6dfGp1LT1iXbqyS",193299,4,"11/4/2021",87,1
"2188",2188,"You and Me On The Rock (feat. Lucius)","Brandi Carlile",0.568,0.686,1,-6.635,0.033,0.15,1.81e-06,0.0881,0.725,172.075,"61X73CJcpwGIxgQgKEXbw0",230098,4,"11/4/2021",88,1
"2189",2189,"Lets Go Brandon","Loza Alexander",0.642,0.643,1,-8.707,0.0552,0.00715,3.34e-06,0.223,0.156,176.064,"7LdpCKuwVUc6lkWm3250KT",143496,4,"11/4/2021",89,1
"2191",2191,"Cliffs","SoDown",0.683,0.891,11,-4.3,0.0371,0.0119,0.00445,0.0853,0.444,131.962,"7gnl8zbOnLzEVu5ktsvjEW",172727,4,"11/4/2021",91,1
"2194",2194,"Sandman","A$AP Rocky",0.533,0.501,8,-9.299,0.0436,0.143,0.000578,0.172,0.3,120.159,"0qkA0NU7cDKWkFXNGRcNaB",200160,4,"11/4/2021",94,1
"2195",2195,"Livin It Up (with Post Malone & A$AP Rocky)","Young Thug",0.767,0.313,7,-12.059,0.0798,0.838,0,0.105,0.765,82.582,"7zjEyeBsaw9gV0jofJLfOM",210907,4,"11/4/2021",95,1
"2196",2196,"No Love (with SZA)","Summer Walker",0.707,0.618,1,-5.825,0.19,0.17,0,0.293,0.517,133.876,"08SB2OtZkaliju77WYEKxk",231498,4,"11/4/2021",96,1
"2198",2198,"Look at the Sky","Porter Robinson",0.568,0.564,6,-8.231,0.0273,0.0105,0.000127,0.0766,0.385,115.059,"1G2AHjKnnDU40THXDMANFa",309986,4,"11/4/2021",98,1
"2199",2199,"Time and Time Again - Single Edit","Bob Moses",0.559,0.906,4,-2.819,0.0369,0.0842,0.00834,0.1,0.444,121.997,"6giM7T99H6Xr4O2q4i4MQS",234098,4,"11/4/2021",99,1
"2200",2200,"Eat It","Megan Thee Stallion",0.843,0.671,10,-5.708,0.22,0.0517,0,0.286,0.56,137.932,"4V5Dv8IjHNTk2YJzU9vgsW",169421,4,"11/4/2021",100,1
"2202",2202,"Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,"10/28/2021",2,1
"2203",2203,"Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,"10/28/2021",3,1
"2204",2204,"Alive - 12th Planet Remix","Zeds Dead",0.313,0.916,8,-4.218,0.0571,0.00639,1.39e-05,0.14,0.117,75.405,"70GVGpU0PCNX5op7l3qYTp",160000,4,"10/28/2021",4,1
"2205",2205,"Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,"10/28/2021",5,1
"2208",2208,"Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,"10/28/2021",8,1
"2209",2209,"Heroes of the Sun","The Polish Ambassador",0.788,0.867,6,-6.294,0.0271,0.028,0.59,0.0959,0.794,99.995,"5K67AIC8mMezsVuFaFUqog",217200,4,"10/28/2021",9,1
"2211",2211,"Shell Shock (feat. Georgia Ku)","NGHTMRE",0.512,0.948,6,-1.849,0.23,0.00433,0.00173,0.141,0.134,149.986,"2WidoejAximc21Pv69Q3ey",264500,4,"10/28/2021",11,1
"2213",2213,"Reviver","Lane 8",0.286,0.722,3,-9.855,0.0592,0.0359,0.852,0.0947,0.231,121.825,"0U6ZkhpD1HIOaOebrlpVS1",226341,4,"10/28/2021",13,1
"2214",2214,"Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,"10/28/2021",14,1
"2215",2215,"After You (feat. Calle Lehmann)","Gryffin",0.511,0.804,4,-3.808,0.0433,0.0619,0,0.0873,0.484,145.055,"6DiogHhtwkVgUHUDUJVuXV",224570,4,"10/28/2021",15,1
"2216",2216,"Loverboy - San Holo Version","A-Wall",0.636,0.704,0,-6.827,0.0597,0.184,5.23e-05,0.138,0.478,121.078,"6T7RlwsNCmCvyYLOvqzpGW",197355,4,"10/28/2021",16,1
"2217",2217,"All Mine","ayokay",0.729,0.693,7,-8.674,0.0417,0.0156,0.228,0.111,0.438,119.026,"0oavKVzOfnM4alih0LmLzg",172840,4,"10/28/2021",17,1
"2219",2219,"Duck Duck Goose","Joyner Lucas",0.858,0.574,1,-9.375,0.269,0.154,0,0.126,0.511,138.047,"3pnSl76sUiuy1kEBiftn36",180869,4,"10/28/2021",19,1
"2220",2220,"Sandman","A$AP Rocky",0.533,0.501,8,-9.299,0.0436,0.143,0.000578,0.172,0.3,120.159,"0qkA0NU7cDKWkFXNGRcNaB",200160,4,"10/28/2021",20,1
"2221",2221,"Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4NP3gHruXgIo4YSJSNDRBz",131884,4,"10/28/2021",21,1
"2222",2222,"Sober/Hungover (feat. Arizona Zervas)","Sueco",0.523,0.826,7,-4.741,0.0769,0.00458,0,0.0934,0.581,175.112,"4yfQyGR61s7Mc5898V1BE6",169337,4,"10/28/2021",22,1
"2223",2223,"Drive (feat. Tilian)","Adventure Club",0.536,0.851,2,-3.994,0.0696,0.18,1.16e-06,0.122,0.535,150.061,"3b7glFrZPpSmYR4kYBb9Yw",199204,4,"10/28/2021",23,1
"2224",2224,"How Do You Love (with Lee Brice & Lindsay Ell)","Cheat Codes",0.506,0.917,4,-4.698,0.0638,0.256,0,0.352,0.674,152.004,"6deDpxfbapjMLgHoaNuAx6",210439,4,"10/28/2021",24,1
"2225",2225,"Warfare","Merkules",0.822,0.739,0,-6.7,0.139,0.319,0.000373,0.106,0.832,135.971,"0n8gvzrfFKvtWAR3pGXPos",264697,4,"10/28/2021",25,1
"2226",2226,"The Hardest Cut","Spoon",0.671,0.683,7,-5.271,0.0965,0.135,0.00107,0.0534,0.809,164.943,"5QUhSXDrrX7euR87oeQevM",193369,4,"10/28/2021",26,1
"2227",2227,"Loyal To A Fault (feat. Bryson Tiller, Lil Durk)","Big Sean",0.676,0.742,8,-5.982,0.138,0.0785,2.41e-05,0.147,0.398,147.07,"6QTTPp4rzMqcbWWzgrGf9c",243189,4,"10/28/2021",27,1
"2228",2228,"BRIGHTSIDE","The Lumineers",0.549,0.715,10,-7.01,0.0356,0.359,0,0.101,0.555,134.074,"2mdkcujPED7xhV2MTtjYnD",229773,4,"10/28/2021",28,1
"2230",2230,"Fall to Me - Arcando Remix","Flux Pavilion",0.599,0.885,9,-6.584,0.0784,0.0495,0.00654,0.604,0.127,150.215,"277tK2OQA6h4kZu9srUY2B",190400,4,"10/28/2021",30,1
"2233",2233,"Eat It","Megan Thee Stallion",0.843,0.671,10,-5.708,0.22,0.0517,0,0.286,0.56,137.932,"4V5Dv8IjHNTk2YJzU9vgsW",169421,4,"10/28/2021",33,1
"2235",2235,"justified","Kacey Musgraves",0.669,0.552,0,-7.98,0.0587,0.807,0.000874,0.321,0.488,100.102,"4wONXG4GqWSscEyZlx300W",180800,4,"10/28/2021",35,1
"2239",2239,"I Don't Wanna Leave","RÜFÜS DU SOL",0.528,0.608,2,-7.071,0.0283,0.0364,0.0194,0.112,0.0946,144.973,"0mWXMQ8hrrAJfxN7LG2Wsk",269480,4,"10/28/2021",39,1
"2243",2243,"Last Train Home - Ballad Version","John Mayer",0.298,0.436,9,-9.727,0.0512,0.449,0.371,0.1,0.189,78.207,"60CQpHremwdzRXIzoaufDF",357706,4,"10/28/2021",43,1
"2244",2244,"One Mississippi","Kane Brown",0.471,0.846,0,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,"4FdPnT2cFrpWCmWZd7GXc3",213719,4,"10/28/2021",44,1
"2245",2245,"In Color","My Morning Jacket",0.291,0.557,9,-6.143,0.0347,0.0781,0.028,0.105,0.231,106.621,"30QqxbN8pdgumVt5cqL0x2",440747,3,"10/28/2021",45,1
"2246",2246,"Toolie","Key Glock",0.931,0.598,2,-6.309,0.433,0.0541,0,0.103,0.475,139.944,"05KKOI0SXutMpliFutgwOx",137293,4,"10/28/2021",46,1
"2247",2247,"If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,"10/28/2021",47,1
"2249",2249,"WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,"10/28/2021",49,1
"2250",2250,"Love Me Better (with Shift K3Y & Jonasu, feat. Marc E. Bassy) - Jonasu Remix","Dillon Francis",0.729,0.689,6,-6.632,0.0433,0.103,0.000711,0.0519,0.584,123.997,"3A7UMdZC6nGbOUOF8mFVfK",165326,4,"10/28/2021",50,1
"2251",2251,"23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,"10/28/2021",51,1
"2252",2252,"Miss You","SLANDER",0.392,0.472,1,-7.225,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,"2lxoIZS8tpFwbiJyrDYguI",200000,4,"10/28/2021",52,1
"2253",2253,"Fairytale of New York","Vance Joy",0.727,0.307,7,-7.608,0.0408,0.829,2.57e-06,0.0879,0.352,105.563,"4fYUi0MSSzdX7Q696Fn81f",239010,3,"10/28/2021",53,1
"2254",2254,"Monument","Greensky Bluegrass",0.502,0.668,2,-11.804,0.0287,0.104,0.0501,0.131,0.715,131.568,"2C2BjjHekiGviCjMeEQ47w",281954,4,"10/28/2021",54,1
"2255",2255,"If I Didn't Love You","Jason Aldean",0.456,0.679,1,-4.802,0.0324,0.176,0,0.103,0.483,184.075,"5f3MXmTmstozFg0BH1yPUk",212030,4,"10/28/2021",55,1
"2256",2256,"Let Me In","Rezz",0.545,0.587,1,-9.885,0.0486,0.00934,0.292,0.146,0.165,165.988,"5YrzUzJvEV2nsZ9d2q9s8G",208193,4,"10/28/2021",56,1
"2257",2257,"Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,"10/28/2021",57,1
"2258",2258,"Fancy Like","Walker Hayes",0.649,0.76,1,-6.487,0.0574,0.114,0,0.317,0.843,80.018,"0lnpnsrVaW9elGgRxpDCgE",161853,4,"10/28/2021",58,1
"2259",2259,"family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,"10/28/2021",59,1
"2260",2260,"Sin","Kai Wachi",0.523,0.941,2,-0.927,0.445,0.00719,0.457,0.364,0.382,144.536,"3Qh65CXtBe3vKmWe5fYbuY",131254,4,"10/28/2021",60,1
"2261",2261,"Transmutation Sequence","SVDDEN DEATH",0.663,0.925,11,-1.686,0.165,0.286,0.0128,0.159,0.111,140.067,"2BPxRZ38SsDjqJZhGTRuZr",228000,4,"10/28/2021",61,1
"2262",2262,"Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,"10/28/2021",62,1
"2263",2263,"Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,"10/28/2021",63,1
"2264",2264,"Wouldn’t Change A Thing","ILLENIUM",0.487,0.852,0,-4.002,0.0596,0.054,0,0.111,0.191,157.934,"2Ms30hRxAxBpoZmh6WZvoo",187000,4,"10/28/2021",64,1
"2265",2265,"Try","FRENSHIP",0.74,0.695,8,-4.485,0.0502,0.0284,0,0.211,0.5,105.008,"1n01SZ73EK2CGt5RDs4KY6",182313,4,"10/28/2021",65,1
"2266",2266,"Change","The War On Drugs",0.605,0.731,10,-6.938,0.0265,0.00391,0.25,0.368,0.638,123.986,"3EPSnqfDkva43w9NdrfFmU",364333,4,"10/28/2021",66,1
"2270",2270,"Euphoria","Louis The Child",0.672,0.415,2,-6.92,0.0397,0.00226,0.0618,0.365,0.156,125.005,"7vSA44yuH9yBiqOrFBM9pG",206666,4,"10/28/2021",70,1
"2271",2271,"Super","Cordae",0.899,0.695,1,-4.749,0.346,0.113,0,0.112,0.394,139.027,"1rjnHhnDtoboZAXJyJgzaz",177554,4,"10/28/2021",71,1
"2272",2272,"Fresh Water","Felly",0.68,0.384,4,-8.783,0.0811,0.498,1.97e-06,0.166,0.314,80.522,"2UbdtdpOW3URCTqKsPATJg",169160,4,"10/28/2021",72,1
"2273",2273,"Next Year (feat. Windser)","Macklemore",0.64,0.688,7,-5.71,0.352,0.398,0,0.0692,0.314,172.128,"4zncVqi72AX54I2JVIUq0N",173901,4,"10/28/2021",73,1
"2274",2274,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",0.739,0.74,5,-5.86,0.333,0.0045,0,0.161,0.488,75.575,"4yNoUQkYf1QF8iYlEzNynH",279853,4,"10/28/2021",74,1
"2275",2275,"Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,"10/28/2021",75,1
"2276",2276,"Boys","Hippo Campus",0.515,0.771,2,-5.081,0.0394,0.0339,1.81e-05,0.0945,0.552,104.995,"7yfLvK7r1w5bql3G0Uha5w",253849,4,"10/28/2021",76,1
"2277",2277,"4REIGN GANGSTA (feat. Kevin Gates)","Gang51e June",0.802,0.657,0,-6.516,0.161,0.049,0,0.309,0.527,104.942,"5SbtfQsckw0gUxsEYIOPI3",237855,4,"10/28/2021",77,1
"2278",2278,"Bubbly (with Drake & Travis Scott)","Young Thug",0.91,0.585,11,-7.572,0.257,0.0536,0,0.127,0.599,129.011,"4KDNRh9Oor80z3XIxdWlui",165067,4,"10/28/2021",78,1
"2279",2279,"Hold On (Feat. MOONZz)","CloZee",0.536,0.49,2,-6.338,0.0275,0.138,0.000363,0.109,0.0392,87.031,"6SXlHewUNdxtoa9QrZm77f",276000,4,"10/28/2021",79,1
"2280",2280,"Take My Name","Parmalee",0.559,0.66,7,-4.143,0.0512,0.222,0,0.193,0.574,163.957,"2afB4eV1KWBqLqFqME6PTh",157907,4,"10/28/2021",80,1
"2281",2281,"Wig Split","Pouya",0.735,0.637,6,-9.717,0.0869,0.0287,0.0491,0.402,0.834,160.997,"0tKQ8rPQhDHI0exwC42tXp",122648,4,"10/28/2021",81,1
"2282",2282,"POTIONS","LSDREAM",0.753,0.708,2,-5.668,0.0346,0.00108,0.0392,0.195,0.0668,129.991,"1LCFPiP7R6toCsO3AYAWBj",254835,4,"10/28/2021",82,1
"2283",2283,"Astrovan - Live at Red Rocks, 5/22/21","Mt. Joy",0.333,0.858,8,-7.549,0.0495,0.35,0.00131,0.932,0.411,81.091,"5xp6kPTLjr58cBIsMW8pkx",324013,4,"10/28/2021",83,1
"2284",2284,"Change My Mind","Alina Baraz",0.645,0.565,1,-10.714,0.0669,0.488,0.104,0.0953,0.318,136.191,"7ISSqT0VPIh8A9tIVxurUu",174133,4,"10/28/2021",84,1
"2287",2287,"Poke It Out (feat. J. Cole)","Wale",0.778,0.934,9,-3.488,0.321,0.184,0,0.123,0.803,98.97,"0wi5NYT0upjIHOG4FWSqdH",183333,4,"10/28/2021",87,1
"2288",2288,"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED",0.717,0.671,0,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,"6f5ExP43esnvdKPddwKXJH",160657,4,"10/28/2021",88,1
"2290",2290,"SUB ZERO","Just A Gent",0.795,0.902,11,-5.85,0.101,0.0479,0.662,0.271,0.15,130.023,"72VyFG8WRK6CeV3ToXccOm",194050,4,"10/28/2021",90,1
"2291",2291,"Crutch","Band of Horses",0.465,0.872,2,-5.375,0.0311,0.0095,3.97e-05,0.1,0.816,145.491,"1xjNRDT0TRfJdWkkKK5xDA",223053,4,"10/28/2021",91,1
"2293",2293,"Switches & Dracs (with Lil Durk feat. EST Gee)","Moneybagg Yo",0.772,0.563,11,-8.188,0.452,0.0107,0,0.304,0.521,160.064,"4c7LkE1lSNj3RR4cZo0jEi",133631,4,"10/28/2021",93,1
"2294",2294,"Lonely (with Lil Wayne)","DaBaby",0.718,0.628,0,-5.334,0.373,0.0884,0,0.186,0.771,139.769,"6pmNoWKk0r6zfIjWneJRxR",154433,4,"10/28/2021",94,1
"2295",2295,"Truth About You","Mitchell Tenpenny",0.517,0.712,10,-4.65,0.0376,0.092,0,0.109,0.699,80.999,"0M0YznaIOwAdoo2cT2KwpK",203040,4,"10/28/2021",95,1
"2296",2296,"Hot (feat. Moneybagg Yo)","Meek Mill",0.773,0.623,2,-5.267,0.196,0.00194,0,0.133,0.13,153.1,"5qyZ6LcHvBiIHLaoED8K4g",150527,4,"10/28/2021",96,1
"2299",2299,"I Don't Wanna Talk (I Just Wanna Dance)","Glass Animals",0.703,0.624,7,-6.228,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,"2xXPVOKw75Ouju8Qu4SdIA",195191,4,"10/28/2021",99,1
"2301",2301,"Daily Routine","GRiZ",0.736,0.927,1,-2.272,0.304,0.0112,3.83e-05,0.371,0.912,100.015,"1PDRCfgEvVGjMNKnVjbgfH",209400,4,"10/21/2021",1,1
"2302",2302,"Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,"10/21/2021",2,1
"2303",2303,"Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,"10/21/2021",3,1
"2304",2304,"Alive - 12th Planet Remix","Zeds Dead",0.313,0.916,8,-4.218,0.0571,0.00639,1.39e-05,0.14,0.117,75.405,"70GVGpU0PCNX5op7l3qYTp",160000,4,"10/21/2021",4,1
"2307",2307,"Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,"10/21/2021",7,1
"2308",2308,"Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,"10/21/2021",8,1
"2309",2309,"Heroes of the Sun","The Polish Ambassador",0.788,0.867,6,-6.294,0.0271,0.028,0.59,0.0959,0.794,99.995,"5K67AIC8mMezsVuFaFUqog",217200,4,"10/21/2021",9,1
"2310",2310,"The Holiday","Bryce Vine",0.643,0.544,4,-8.551,0.068,0.124,0,0.0979,0.717,109.743,"2aWmQcurJFRGUVQTecrNEg",183341,4,"10/21/2021",10,1
"2311",2311,"Shell Shock (feat. Georgia Ku)","NGHTMRE",0.512,0.948,6,-1.849,0.23,0.00433,0.00173,0.141,0.134,149.986,"2WidoejAximc21Pv69Q3ey",264500,4,"10/21/2021",11,1
"2312",2312,"Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,"10/21/2021",12,1
"2314",2314,"Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,"10/21/2021",14,1
"2315",2315,"After You (feat. Calle Lehmann)","Gryffin",0.511,0.804,4,-3.808,0.0433,0.0619,0,0.0873,0.484,145.055,"6DiogHhtwkVgUHUDUJVuXV",224570,4,"10/21/2021",15,1
"2316",2316,"Loverboy - San Holo Version","A-Wall",0.636,0.704,0,-6.827,0.0597,0.184,5.23e-05,0.138,0.478,121.078,"6T7RlwsNCmCvyYLOvqzpGW",197355,4,"10/21/2021",16,1
"2317",2317,"All Mine","ayokay",0.729,0.693,7,-8.674,0.0417,0.0156,0.228,0.111,0.438,119.026,"0oavKVzOfnM4alih0LmLzg",172840,4,"10/21/2021",17,1
"2318",2318,"Hyperlandia - Vocal Mix","deadmau5",0.574,0.957,2,-5.749,0.063,0.0267,0.242,0.298,0.162,195.992,"4Vd53EHIw4lEfe7rqHSctN",349591,4,"10/21/2021",18,1
"2319",2319,"Duck Duck Goose","Joyner Lucas",0.858,0.574,1,-9.375,0.269,0.154,0,0.126,0.511,138.047,"3pnSl76sUiuy1kEBiftn36",180869,4,"10/21/2021",19,1
"2320",2320,"Sandman","A$AP Rocky",0.533,0.501,8,-9.299,0.0436,0.143,0.000578,0.172,0.3,120.159,"0qkA0NU7cDKWkFXNGRcNaB",200160,4,"10/21/2021",20,1
"2321",2321,"Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4NP3gHruXgIo4YSJSNDRBz",131884,4,"10/21/2021",21,1
