"","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week"
"1938","Live (Slow Slow)","Iakopo",0.705,0.605,7,-8.599,0.243,0.271,0,0.104,0.489,105.008,"5qQNbJxk7TMHcF9jm1sp5a",246905,4,2021-11-18
"1939","Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,2021-11-18
"1940","Holiday in Paradise","Iration",0.8,0.735,7,-5.276,0.047,0.118,0,0.228,0.757,135.95,"5axz81ibzmm7NfJdzb5HE3",241322,4,2021-11-18
"1941","Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,2021-11-18
"1942","Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,2021-11-18
"1943","Intimidated (feat. H.E.R.)","KAYTRANADA",0.738,0.75,11,-3.654,0.219,0.0167,0.00976,0.174,0.342,112.009,"1jBKtzlwTVtCrScpiiHiKT",207840,4,2021-11-18
"1944","I Don't Wanna Go To Heaven","Nate Smith",0.455,0.451,0,-7.544,0.0452,0.749,0,0.0776,0.27,104.662,"55lJN2gIzJM9SCfwzxAEjf",201294,4,2021-11-18
"1945","Los Mire Con Talento","Fuerza Regida",0.54,0.549,2,-6.612,0.293,0.394,0,0.103,0.628,184.414,"1trAoZKkvVjuuQpUzTI6KV",163000,3,2021-11-18
"1946","AA","Walker Hayes",0.635,0.747,4,-6.227,0.0293,0.00313,0,0.346,0.753,104.027,"77oKig47u34qCCFWKMfu1e",189560,4,2021-11-18
"1947","ROOF","DaBaby",0.892,0.577,2,-4.299,0.341,0.0121,0,0.243,0.64,145.935,"1zwvbkUqTozLnmIECvBfgs",94521,4,2021-11-18
"1948","Overdrive","Hi-Rez",0.794,0.865,11,-4.918,0.0884,0.134,0,0.0992,0.648,137.959,"6OkmodWuKjwi98Sb3nSuGd",431304,4,2021-11-18
"1949","If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,2021-11-18
"1950","Summer Rain (feat. Jazmine Sullivan)","Leon Bridges",0.516,0.488,1,-7.452,0.0313,0.385,2.32e-05,0.177,0.614,79.985,"4fPO3377M8WMykvWUJmzeO",164039,4,2021-11-18
"1951","I.Y.B.","NLE Choppa",0.909,0.601,9,-5.848,0.402,0.0504,0,0.106,0.623,140.28,"2sU586qrQQhByPLqEF7pLX",93498,4,2021-11-18
"1952","Ambition For Cash","Key Glock",0.841,0.732,7,-5.186,0.19,0.0115,2.18e-05,0.136,0.576,149.012,"4mIHgQ3ofK2RK34UdbqMbe",143480,4,2021-11-18
"1953","Miss You","SLANDER",0.392,0.472,1,-7.225,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,"2lxoIZS8tpFwbiJyrDYguI",200000,4,2021-11-18
"1954","Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,2021-11-18
"1955","Bad Man (Smooth Criminal)","Polo G",0.882,0.662,0,-6.382,0.242,0.0124,0,0.106,0.57,120.034,"6RfhBNU1FPWTG7VESlfgOl",106000,4,2021-11-18
"1956","Icy Chain","Saweetie",0.882,0.751,11,-4.823,0.317,0.0572,3.71e-05,0.077,0.736,150.059,"5MkPZ9VprDSFTljruLxDEd",110791,4,2021-11-18
"1957","Country as Fuck","Paul Cauthen",0.798,0.609,2,-5.639,0.233,0.238,0.000164,0.148,0.604,86.955,"3rXcD1ODKBv1MJnb1PY2pL",189586,4,2021-11-18
"1958","Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,2021-11-18
"1959","If I Didn't Love You","Jason Aldean",0.456,0.679,1,-4.802,0.0324,0.176,0,0.103,0.483,184.075,"1WQ40xJSvgDmD9K7ckJwux",212030,4,2021-11-18
"1960","2010","Earl Sweatshirt",0.831,0.764,7,-6.327,0.386,0.314,1.72e-06,0.227,0.543,105.487,"5kUgMxXcpAdsnKumXs4J5Z",148027,4,2021-11-18
"1961","Lift Me Up","Tyga",0.913,0.534,9,-6.048,0.0571,0.0163,0.000875,0.269,0.312,107.054,"7bH9S0IHoM5kznWf1432zZ",168224,4,2021-11-18
"1962","Don't Kick Me","Elohim",0.724,0.831,5,-6.158,0.0436,0.00722,0.00695,0.109,0.719,108.039,"2zJFeCI8KtP0Olwf3W3w8R",207956,4,2021-11-18
"1963","Can I Get It","Adele",0.703,0.68,9,-6.118,0.0431,0.0171,0,0.178,0.536,97.985,"6w8ZPYdnGajyfPddTWdthN",210384,4,2021-11-18
"1964","Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,2021-11-18
"1965","Mitosis","Blanke",0.582,0.78,7,-4.519,0.0506,0.00365,0.0447,0.111,0.227,142.022,"1F1yF2KSilU2YLOMuYYf71",223099,5,2021-11-18
"1966","family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,2021-11-18
"1967","Sober/Hungover (feat. Arizona Zervas)","Sueco",0.523,0.826,7,-4.741,0.0769,0.00458,0,0.0934,0.581,175.112,"4yfQyGR61s7Mc5898V1BE6",169337,4,2021-11-18
"1968","One Mississippi","Kane Brown",0.471,0.846,0,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,"4FdPnT2cFrpWCmWZd7GXc3",213719,4,2021-11-18
"1969","How To Talk To Girls","Brantley Gilbert",0.534,0.905,6,-4.054,0.0339,0.0119,0,0.182,0.361,132.044,"0TmtIEVQGDMYHWmgYw3Zlq",200133,4,2021-11-18
"1970","Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4Aocy7YAyOYf5YHj18Vfj3",131884,4,2021-11-18
"1971","Raw Thoughts V","Chris Webby",0.716,0.64,11,-8.836,0.375,0.139,0,0.141,0.694,89.031,"4THfzZ0QqkmOe2luqP83AG",444140,4,2021-11-18
"1972","Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,2021-11-18
"1973","Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,2021-11-18
"1974","Stop That","Saba",0.876,0.529,6,-10.152,0.219,0.0105,3.96e-06,0.136,0.376,135.06,"74VD75tGYXIHyZR0CmKFWX",138947,4,2021-11-18
"1975","mememe","100 gecs",0.459,0.746,5,-2.881,0.113,0.0114,0,0.2,0.627,151.535,"2Tdkz4mLxN8szqcMeNWcI8",166004,4,2021-11-18
"1976","cool enough - The Knocks Remix","almost monday",0.73,0.837,2,-6.253,0.0566,0.046,0.536,0.101,0.82,116.001,"6IeXm4PIcWZYAG9HJcm8YL",211034,4,2021-11-18
"1977","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",0.739,0.74,5,-5.86,0.333,0.0045,0,0.161,0.488,75.575,"4yNoUQkYf1QF8iYlEzNynH",279853,4,2021-11-18
"1978","Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,2021-11-18
"1979","23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,2021-11-18
"1980","Until I Come Home","Two Feet",0.6,0.781,2,-5.245,0.035,0.0697,0.00472,0.0747,0.601,77.992,"0ZWfWytIwA7UwvB8oCNndU",195837,4,2021-11-18
"1981","Already Dead","Juice WRLD",0.74,0.501,1,-6.339,0.0592,0.019,0,0.114,0.119,83.5,"7qM1BWAsZMTYh4BcYLb0uQ",231011,4,2021-11-18
"1982","Life Of The Party (with André 3000)","Kanye West",0.502,0.714,2,-6.668,0.257,0.138,0,0.97,0.305,79.136,"2yBb1CRq98SSWRuDSn36SZ",391656,4,2021-11-18
"1983","Cherry (feat. Hayley Kiyoko)","FLETCHER",0.812,0.585,2,-4.644,0.0615,0.202,0.00216,0.245,0.611,118.037,"1o9kTjiWJ5lTgKonUK6jAU",152511,4,2021-11-18
"1984","Take My Name","Parmalee",0.559,0.66,7,-4.143,0.0512,0.222,0,0.193,0.574,163.957,"2afB4eV1KWBqLqFqME6PTh",157907,4,2021-11-18
"1985","Megan's Piano","Megan Thee Stallion",0.953,0.621,11,-7.565,0.154,0.00799,4.87e-06,0.307,0.378,132.063,"4HyVMzg0sUQsdOxRvSO8Ka",113430,4,2021-11-18
"1986","God's Country","State of Mine",0.418,0.888,5,-3.594,0.0481,0.0033,0,0.0957,0.23,139.951,"0nnsBvdSmaGfphj44qiFRl",210857,4,2021-11-18
"1987","Smokin Out The Window","Bruno Mars",0.627,0.618,2,-8.529,0.0437,0.0558,0,0.351,0.848,82.03,"7sMBvZCSUl99bJLXZaLa0b",197443,4,2021-11-18
"1988","Never Look Back - 717 Tapes","Warren Zeiders",0.517,0.551,11,-6.493,0.034,0.712,2.76e-05,0.139,0.463,160.25,"6FCQRQE8a8rK7vr3QooIny",171298,4,2021-11-18
"1989","Está Dañada","Ivan Cornejo",0.405,0.565,1,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,"6G2xXQRSZlEzYsUEb3uvuR",214149,3,2021-11-18
"1990","Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,2021-11-18
"1991","Bubbly (with Drake & Travis Scott)","Young Thug",0.91,0.585,11,-7.572,0.257,0.0536,0,0.127,0.599,129.011,"4KDNRh9Oor80z3XIxdWlui",165067,4,2021-11-18
"1992","I Deserve (w/ NOS.)","Smino",0.763,0.484,7,-7.482,0.141,0.0721,0,0.245,0.6,145.058,"4SqPtAd2irUOyLoLcOFtkl",162859,4,2021-11-18
"1993","Money (feat. Flo Milli)","Rico Nasty",0.808,0.768,8,-4.813,0.0499,0.000605,0,0.372,0.554,124.011,"2xo2fUrwrdOruV2zdNtWoP",150653,4,2021-11-18
"1994","Lucky For Me","Eli Young Band",0.496,0.82,7,-6.068,0.0388,0.00586,2.81e-05,0.375,0.587,84.954,"6PGVkE5hXWlAUK7uNZun4M",195243,4,2021-11-18
"1995","Vámonos a Marte","Los Pescadores Del Rio Conchos",0.75,0.728,0,-4.281,0.0334,0.529,0,0.268,0.792,107.949,"6938ta8fOtvfFr54WCAy2C",191852,5,2021-11-18
"1996","New Truck","Dylan Scott",0.529,0.755,1,-5.864,0.125,0.222,0,0.0986,0.528,96.86,"4MDYIbU6I29Gjiu7JATTIJ",174360,4,2021-11-18
"1997","Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,2021-11-18
"1998","Thinking 'Bout You (feat. MacKenzie Porter)","Dustin Lynch",0.403,0.711,8,-4.189,0.0569,0.137,0,0.109,0.801,203.803,"7DhvNzyMM8jJWcfykG3psB",170560,4,2021-11-18
"1999","WISS","Mike Dimes",0.695,0.75,2,-5.96,0.149,0.0234,0,0.103,0.26,115.045,"2GDdasGKNUvjF0qZwzNrPv",159130,4,2021-11-18
"2000","Hot (feat. Moneybagg Yo)","Meek Mill",0.773,0.623,2,-5.267,0.196,0.00194,0,0.133,0.13,153.1,"5qyZ6LcHvBiIHLaoED8K4g",150527,4,2021-11-18
"2001","i hope ur miserable until ur dead - Zeds Dead Remix","Nessa Barrett",0.493,0.834,2,-7.062,0.136,0.0053,0.000125,0.428,0.24,140.003,"6Ld4LUwUqWcMOwX6ka7mv5",202282,4,2021-11-11
"2002","Don't Stop","Marvel Years",0.636,0.741,5,-7.143,0.0339,0.00504,0.855,0.091,0.12,100.098,"1TjNz09eAqwvm6W0GHEGhL",228150,4,2021-11-11
"2003","Trinity","Ganja White Night",0.641,0.795,2,-4.596,0.0414,0.0265,0.00662,0.0844,0.0546,140.056,"0gre3MB3irVxLuYOrCODcn",353281,4,2021-11-11
"2004","Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,2021-11-11
"2005","Miss You","SLANDER",0.392,0.472,1,-7.225,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,"2lxoIZS8tpFwbiJyrDYguI",200000,4,2021-11-11
"2006","Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,2021-11-11
"2007","Best Is Yet To Come (with Kyle Reynolds) - if found Remix","Gryffin",0.736,0.908,1,-2.43,0.0714,0.00283,4.22e-05,0.0634,0.469,130,"3FswGTqajf3v3Ve74J5F4e",214154,4,2021-11-11
"2008","Ease Your Mind","GRiZ",0.693,0.76,11,-4.298,0.0849,0.000338,0.0889,0.0864,0.715,97.975,"0uwXneXFLt47MlgvoQDouq",284082,4,2021-11-11
"2009","Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,2021-11-11
"2010","Blame It On the Rain","Chancey Williams",0.55,0.799,2,-4.164,0.0283,0.00802,0,0.394,0.294,85.988,"2QachFuS9lrs5LLQ2aE8nB",184467,4,2021-11-11
"2011","Mariscos","Tipper",0.708,0.701,10,-6.735,0.0426,0.063,0.897,0.134,0.357,143.988,"386nyrRYmqrl9UVFgtTpdJ",202106,4,2021-11-11
"2012","Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,2021-11-11
"2013","Hemma - Chet Porter Remix","Kasbo",0.415,0.535,5,-8.087,0.0323,0.0269,0.899,0.106,0.123,159.933,"7JGTYQ9JY06kSdejxJv6ke",295500,4,2021-11-11
"2014","Losin Control, Pt. 2","Russ",0.844,0.382,1,-15.238,0.067,0.433,0.0122,0.109,0.0397,96.974,"4zwW37dGxyzT2VYK5gpbVU",238299,4,2021-11-11
"2015","Grow Together","Greensky Bluegrass",0.471,0.538,4,-11.978,0.0285,0.223,0.461,0.111,0.45,122.104,"7idNyQ5OqevE4Z1d7I2YSH",420124,4,2021-11-11
"2016","Small Town Small","Jason Aldean",0.584,0.896,8,-4.62,0.048,0.029,0,0.281,0.774,131.983,"4elrkCs79TuxOR7lPvVZr5",173667,4,2021-11-11
"2017","Find Another Reason Why","Judah & the Lion",0.282,0.533,1,-8.603,0.0339,0.185,0.00582,0.0716,0.0562,172.038,"69K5FXo7lvM6lyiudqJWni",198814,4,2021-11-11
"2018","Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,2021-11-11
"2019","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Taylor Swift",0.391,0.715,0,-4.516,0.0495,0.167,0,0.183,0.473,149.654,"4CkgMiMqZ5JzW9iYXSTMTL",285107,3,2021-11-11
"2020","Never Surrender (feat. Sarah de Warren)","Adventure Club",0.402,0.708,0,-4.03,0.0445,0.0216,0,0.1,0.254,149.805,"5jTmGRML5e3IlhWB2x0F7W",246000,4,2021-11-11
"2021","That's Where It's At","The California Honeydrops",0.88,0.608,0,-6.01,0.0371,0.381,2.7e-06,0.0569,0.94,94.146,"1Fd2Qncl2i5aXXTrX21mwt",180391,4,2021-11-11
"2022","Reviver","Lane 8",0.286,0.722,3,-9.855,0.0592,0.0359,0.852,0.0947,0.231,121.825,"0U6ZkhpD1HIOaOebrlpVS1",226341,4,2021-11-11
"2023","Deeper Well","Dirtwire",0.673,0.701,7,-4.357,0.035,0.288,0.0249,0.115,0.621,76.028,"0hAnedWjp1nrPXn4yyqp4u",284211,4,2021-11-11
"2024","Flamingo Pink","Aesop Rock",0.502,0.868,1,-5.102,0.315,0.0508,2.85e-05,0.613,0.574,76.079,"5ojy8PjctzGQ2BINI7gKqO",235333,4,2021-11-11
"2025","Halo","Manic Focus",0.785,0.553,2,-7.241,0.0763,0.0492,6.55e-05,0.133,0.395,130.039,"1vz6moV9iknEFzt9nGCMc5",196463,4,2021-11-11
"2026","Slow Down Summer","Thomas Rhett",0.464,0.755,4,-5.707,0.0354,0.00838,0,0.0989,0.449,155.973,"1fff5nZGyRJtFLkOrSSwOU",216764,4,2021-11-11
"2027","Payday","Bando.",0.814,0.614,0,-6.934,0.151,0.0912,0,0.102,0.361,145.013,"1TEHeYuZGKXIcZxONEsJ3K",190345,4,2021-11-11
"2028","Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,2021-11-11
"2029","Raw Thoughts V","Chris Webby",0.716,0.64,11,-8.836,0.375,0.139,0,0.141,0.694,89.031,"4THfzZ0QqkmOe2luqP83AG",444140,4,2021-11-11
"2030","Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,2021-11-11
"2031","Human","Cody Johnson",0.4,0.647,2,-7.279,0.0337,0.176,5.79e-05,0.11,0.274,84.08,"5AihIu9yF3flkw1jFMyfwW",221520,4,2021-11-11
"2032","Miracle Mile","Houndmouth",0.775,0.564,6,-9.41,0.0435,0.123,0.00151,0.11,0.267,142.036,"2uL6H4ShIUYyu7FL0fRvsg",188240,4,2021-11-11
"2033","BRIGHTSIDE","The Lumineers",0.549,0.715,10,-7.01,0.0356,0.359,0,0.101,0.555,134.074,"2mdkcujPED7xhV2MTtjYnD",229773,4,2021-11-11
"2034","Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,2021-11-11
"2035","Face It","Kota the Friend",0.818,0.584,11,-3.635,0.16,0.219,0,0.0795,0.888,79.98,"3k2siE5234rEIV52ltcIYY",233117,4,2021-11-11
"2036","I Deserve (w/ NOS.)","Smino",0.763,0.484,7,-7.482,0.141,0.0721,0,0.245,0.6,145.058,"4SqPtAd2irUOyLoLcOFtkl",162859,4,2021-11-11
"2037","Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,2021-11-11
"2038","Bed I Made","Allen Stone",0.603,0.41,4,-8.111,0.0367,0.89,0,0.0953,0.555,78.646,"1wdDPuoYhNk5Zr9XYgURww",180708,4,2021-11-11
"2039","Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,2021-11-11
"2040","Peace","Grieves",0.712,0.569,5,-6.623,0.292,0.427,0,0.111,0.749,88.06,"3PnIlPXdoXAOHZZjdYl4Ll",220125,4,2021-11-11
"2041","Heights","WALK THE MOON",0.303,0.864,0,-5.684,0.0942,0.00284,2.52e-05,0.13,0.197,187.489,"1HrjvXRB48xSWgypsP3AYw",254920,3,2021-11-11
"2042","Outlawz (feat. Jazmine Sullivan & 21 Savage)","Rick Ross",0.381,0.75,6,-4.051,0.306,0.066,0,0.349,0.56,149.147,"6rdKv5xmdOs3zsg6mpBK53",289826,4,2021-11-11
"2043","If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,2021-11-11
"2044","Draped Up (feat. Future)","Berner",0.714,0.519,1,-4.468,0.331,0.216,0,0.0706,0.197,156.078,"72jQ6aDHhHrQ2lXs3vRdde",243173,4,2021-11-11
"2045","How It Works","Cody Jinks",0.576,0.912,1,-6.175,0.0344,0.000621,0.000521,0.1,0.689,138.531,"0ob05IK50AeOEu2xe0UeJ6",231212,4,2021-11-11
"2046","Strangers","DROELOE",0.913,0.498,10,-7.019,0.123,0.689,0.761,0.123,0.508,120.987,"23y8qcp5cyHHBHMmKkuaqp",197541,4,2021-11-11
"2047","ROOF","DaBaby",0.892,0.577,2,-4.299,0.341,0.0121,0,0.243,0.64,145.935,"1zwvbkUqTozLnmIECvBfgs",94521,4,2021-11-11
"2048","A Drug From God","Chris Lake",0.714,0.883,9,-4.43,0.0625,0.00819,0.843,0.231,0.819,126.016,"4skbQNtyjy8A7mo8oqe2oD",192455,4,2021-11-11
"2049","Never A Good Time","NOTD",0.54,0.833,6,-4.266,0.0312,0.0179,0.000126,0.173,0.649,167.939,"1ZxxfkeHKl0YKcPjKzeS4c",167233,4,2021-11-11
"2050","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,2021-11-11
"2051","POTIONS","LSDREAM",0.753,0.708,2,-5.668,0.0346,0.00108,0.0392,0.195,0.0668,129.991,"1LCFPiP7R6toCsO3AYAWBj",254835,4,2021-11-11
"2052","Charmander","Aminé",0.708,0.552,10,-7.101,0.0714,0.542,0.00377,0.175,0.596,87.195,"4Aocy7YAyOYf5YHj18Vfj3",131884,4,2021-11-11
"2053","Alaska","Pinegrove",0.498,0.702,8,-6.741,0.0273,0.00744,7.17e-05,0.112,0.404,104.969,"3jfYDfrnp0dseGWZfa3jqt",125830,4,2021-11-11
"2054","These Days","Jamestown Revival",0.543,0.404,2,-8.718,0.0276,0.297,0.0865,0.688,0.287,105.004,"6WKW6jexIUeS87FAu6i9em",241573,3,2021-11-11
"2055","breadwinner","Kacey Musgraves",0.866,0.508,8,-8.591,0.058,0.769,8.35e-06,0.11,0.476,117.951,"2stbjvpFujerfDUuUUPX7o",200840,4,2021-11-11
"2056","Chemical Bond","Rezz",0.635,0.93,2,-2.061,0.0583,0.000241,0.775,0.0918,0.0688,73.981,"5kn2FMZoBVClbA9CV7w3k5",142703,4,2021-11-11
"2057","My Space Robes - Comic Mix","The Polish Ambassador",0.704,0.554,11,-8.724,0.0313,0.0254,0.82,0.128,0.7,98.016,"4k2CLGQsJC95MSSk7UKz06",215510,4,2021-11-11
"2058","One Mississippi","Kane Brown",0.471,0.846,0,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,"4FdPnT2cFrpWCmWZd7GXc3",213719,4,2021-11-11
"2059","Here","Shallou",0.643,0.558,7,-9.681,0.0477,0.746,0.209,0.135,0.238,106.95,"6HAVjFro6OKMcY2xHOP0l7",192133,4,2021-11-11
"2060","777","Bruno Mars",0.836,0.622,1,-11.003,0.0946,0.00269,0.000566,0.335,0.892,102.015,"4zm8xZiV5FxJu62EHEvZaT",165001,4,2021-11-11
"2061","Hide (Amtrac Remix)","Washed Out",0.703,0.651,0,-11.293,0.0476,0.0784,0.432,0.0947,0.176,115.008,"7IzWkimg02mjvqVVDXHQES",320918,4,2021-11-11
"2062","Sober/Hungover (feat. Arizona Zervas)","Sueco",0.523,0.826,7,-4.741,0.0769,0.00458,0,0.0934,0.581,175.112,"4yfQyGR61s7Mc5898V1BE6",169337,4,2021-11-11
"2063","Dear God (feat. Kevin Gates)","FL Dusa",0.673,0.748,7,-6.1,0.365,0.255,0,0.236,0.716,139.667,"1oPdIqXhjswpTnA5PPQs0K",181714,4,2021-11-11
"2064","Bad Man (Smooth Criminal)","Polo G",0.882,0.662,0,-6.382,0.242,0.0124,0,0.106,0.57,120.034,"6RfhBNU1FPWTG7VESlfgOl",106000,4,2021-11-11
"2065","Once Twice Melody","Beach House",0.353,0.73,7,-11.021,0.0343,0.39,0.863,0.136,0.427,168.234,"44RsKGDmlPsKp7On9eTV1R",284907,4,2021-11-11
"2066","Returning To You (feat. Alison May) - Grandfather Machine Remix","Seven Lions",0.354,0.34,3,-10.417,0.0301,0.285,0.592,0.111,0.0397,110.06,"42JTM5q24OH6iWwNkBDBo0",329782,4,2021-11-11
"2067","Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,2021-11-11
"2068","Already Dead","Juice WRLD",0.74,0.501,1,-6.339,0.0592,0.019,0,0.114,0.119,83.5,"7qM1BWAsZMTYh4BcYLb0uQ",231011,4,2021-11-11
"2069","23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,2021-11-11
"2070","Pumped Up Kicks - Gus Dapperton Version","Foster The People",0.646,0.832,3,-6.817,0.0938,0.00861,0.281,0.312,0.594,128.056,"6giQQnxtIlHB81Ogny1LUz",232200,4,2021-11-11
"2071","Wishing Fountains","Bad Suns",0.528,0.593,4,-5.356,0.0251,0.0115,6.62e-05,0.383,0.318,100.021,"1CYYuqJ3RhXlcsxxLuRQpj",215822,4,2021-11-11
"2072","Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,2021-11-11
"2073","Feathers for Bakersfield","Fruit Bats",0.594,0.289,8,-10.239,0.0273,0.917,2.37e-05,0.0829,0.198,95.859,"744QNpp9XVmDrLZbPNRk7N",213445,4,2021-11-11
"2074","Fancy Like","Walker Hayes",0.649,0.76,1,-6.487,0.0574,0.114,0,0.317,0.843,80.018,"0lnpnsrVaW9elGgRxpDCgE",161853,4,2021-11-11
"2075","Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,2021-11-11
"2076","Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,2021-11-11
"2077","Strangers - Live at Red Rocks, 5/22/21","Mt. Joy",0.524,0.75,7,-6.738,0.0352,0.516,6.9e-06,0.692,0.2,102.016,"6gKJhpb1fNnwUHd4psq6Un",197333,4,2021-11-11
"2078","let you","iann dior",0.593,0.848,7,-5.059,0.0888,0.241,0,0.139,0.7,170.202,"5OJmt1xiOHZJGx8wTUAjEC",151725,4,2021-11-11
"2079","Ambition For Cash","Key Glock",0.841,0.732,7,-5.186,0.19,0.0115,2.18e-05,0.136,0.576,149.012,"4mIHgQ3ofK2RK34UdbqMbe",143480,4,2021-11-11
"2080","Los Mire Con Talento","Fuerza Regida",0.54,0.549,2,-6.612,0.293,0.394,0,0.103,0.628,184.414,"1trAoZKkvVjuuQpUzTI6KV",163000,3,2021-11-11
